Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
tika,org.apache.tika.extractor,TestEmbeddedDocumentUtil,testDoublyDecorated,Long Statement,The length of the statement "RecursiveParserWrapper wrapper=new RecursiveParserWrapper(d`new BasicContentHandlerFactory(BasicContentHandlerFactory.HANDLER_TYPE.TEXT`-1));" is 141.
tika,org.apache.tika.extractor,TestEmbeddedDocumentUtil,testDoublyDecorated,Long Statement,The length of the statement "Parser txtParser=EmbeddedDocumentUtil.tryToFindExistingLeafParser(org.apache.tika.parser.csv.TextAndCSVParser.class`parseContext);" is 130.
tika,org.apache.tika.parser.digest,InputStreamDigester,updateDigest,Magic Number,The method contains a magic number: 1024
tika,org.apache.tika.parser.digest,InputStreamDigester,updateDigest,Magic Number,The method contains a magic number: 1024
tika,org.apache.tika.parser.digest,InputStreamDigester,updateDigest,Magic Number,The method contains a magic number: 1024
tika,org.apache.tika.parser.external,ExternalParser,parse,Complex Method,Cyclomatic complexity of the method is 11
tika,org.apache.tika.parser.external,ExternalParser,parse,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,extractOutput,Magic Number,The method contains a magic number: 1024
tika,org.apache.tika.parser.external,ExternalParser,sendInput,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,sendInput,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,run,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,ignoreStream,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,ignoreStream,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,run,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,extractMetadata,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,extractMetadata,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,extractMetadata,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.external,ExternalParser,run,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.external,ExternalParser,run,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.external,ExternalParser,check,Complex Conditional,The conditional expression err.getMessage() != null && (err.getMessage().contains("posix_spawn") || err.getMessage().contains("UNIXProcess")) is complex.
tika,org.apache.tika.parser.external,ExternalParser,check,Long Statement,The length of the statement "if (err.getMessage() != null && (err.getMessage().contains("posix_spawn") || err.getMessage().contains("UNIXProcess"))) {" is 121.
tika,org.apache.tika.parser.external,ExternalParsersConfigReader,readParser,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.external,ExternalParsersConfigReader,readCheckTagAndCheck,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.external,ExternalParsersConfigReader,readCheckTagAndCheck,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.concurrent,SimpleThreadPoolExecutor,SimpleThreadPoolExecutor,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.exception,TikaMemoryLimitException,msg,Long Statement,The length of the statement "return "Tried to allocate " + triedToAllocate + " bytes` but "+ maxAllowable+ " is the maximum allowed. Please open an issue https://issues.apache.org/jira/projects/TIKA"+ " if you believe this file is not corrupt.";" is 216.
tika,org.apache.tika.parser.jdbc,AbstractDBParser,parse,Complex Conditional,The conditional expression e.getClass().toString().contains("SQLiteException") && e.getMessage() != null && (e.getMessage().contains("[SQLITE_ERROR]") || e.getMessage().contains("[SQLITE_CORRUPT]")) is complex.
tika,org.apache.tika.parser.jdbc,AbstractDBParser,parse,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.jdbc,AbstractDBParser,parse,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.jdbc,AbstractDBParser,parse,Long Statement,The length of the statement "if (e.getClass().toString().contains("SQLiteException") && e.getMessage() != null && (e.getMessage().contains("[SQLITE_ERROR]") || e.getMessage().contains("[SQLITE_CORRUPT]"))) {" is 178.
tika,org.apache.tika.parser.jdbc,JDBCTableReader,handleCell,Complex Method,Cyclomatic complexity of the method is 12
tika,org.apache.tika.parser.jdbc,JDBCTableReader,handleCell,Missing default,The following switch statement is missing a default case: switch (rsmd.getColumnType(i)) {
tika,org.apache.tika.parser.jdbc,JDBCTableReader,handleClob,Long Parameter List,The method has 7 parameters. 
tika,org.apache.tika.parser.jdbc,JDBCTableReader,handleClob,Long Statement,The length of the statement "m.set(TikaCoreProperties.RESOURCE_NAME_KEY`FilenameUtils.normalize(FilenameUtils.getName(columnName + "_" + rowNum+ ".txt")));" is 126.
tika,org.apache.tika.parser.jdbc,JDBCTableReader,handleBlob,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.jdbc,JDBCTableReader,handleBlob,Long Parameter List,The method has 7 parameters. 
tika,org.apache.tika.parser.jdbc,JDBCTableReader,handleBlob,Long Statement,The length of the statement "m.set(TikaCoreProperties.RESOURCE_NAME_KEY`FilenameUtils.normalize(FilenameUtils.getName(columnName + "_" + rowNum+ extension)));" is 129.
tika,org.apache.tika.parser.jdbc,JDBCTableReader,reset,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.pdf,AccessCheckerTest,getMetadata,Long Identifier,The length of the parameter allowExtractionForAccessibility is 31.
tika,org.apache.tika.parser.pdf,PDFParserTest,testCustomMetadata,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.pdf,PDFParserTest,testProtectedPDF,Long Statement,The length of the statement "assertEquals("Rethinking the Financial Network` Speech by Andrew G Haldane` Executive Director` Financial Stability delivered at the Financial Student Association` Amsterdam on 28 April 2009"`metadata.get(TikaCoreProperties.TITLE));" is 232.
tika,org.apache.tika.parser.pdf,PDFParserTest,testProtectedPDF,Long Statement,The length of the statement "assertEquals("Rethinking the Financial Network` Speech by Andrew G Haldane` Executive Director` Financial Stability delivered at the Financial Student Association` Amsterdam on 28 April 2009"`metadata.get(TikaCoreProperties.TITLE));" is 232.
tika,org.apache.tika.parser.pdf,PDFParserTest,testProtectedPDF,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.pdf,PDFParserTest,testVarious,Long Statement,The length of the statement "assertContains("Row 1 Col 1 Row 1 Col 2 Row 1 Col 3 Row 2 Col 1 Row 2 Col 2 Row 2 Col 3"`content.replaceAll("\\s+"`" "));" is 121.
tika,org.apache.tika.parser.pdf,PDFParserTest,testVarious,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.pdf,PDFParserTest,testVarious,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.pdf,PDFParserTest,testVarious,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.pdf,PDFParserTest,testVarious,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.pdf,PDFParserTest,testLinks,Long Statement,The length of the statement "assertContains("<div class=\"annotation\"><a href=\"http://tika.apache.org/\">" + "http://tika.apache.org/</a></div>"`result.xml);" is 130.
tika,org.apache.tika.parser.pdf,PDFParserTest,testEmbeddedJBIG2Image,Long Statement,The length of the statement "assertContains("test images compressed using JBIG2"`metadatas.get(0).get(AbstractRecursiveParserWrapperHandler.TIKA_CONTENT));" is 126.
tika,org.apache.tika.parser.pdf,PDFParserTest,testEmbeddedJBIG2Image,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.pdf,PDFParserTest,testVersions,Long Statement,The length of the statement "assertEquals("pdf:PDFExtensionVersion :: " + extensionVersionTruth`extensionVersionTruth`r.metadata.get("pdf:PDFExtensionVersion"));" is 132.
tika,org.apache.tika.parser.pdf,PDFParserTest,testVersions,Long Statement,The length of the statement "for ( String hit : new String[]{"application/pdf; version=1.7"`"application/pdf; version=\"A-1b\""`"application/pdf; version=\"1.7 Adobe Extension Level 8\""}) {" is 161.
tika,org.apache.tika.parser.pdf,PDFParserTest,testInlineSelector,Complex Method,Cyclomatic complexity of the method is 9
tika,org.apache.tika.parser.pdf,PDFParserTest,testInlineSelector,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.pdf,PDFParserTest,testInlineSelector,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.pdf,PDFParserTest,testInlineSelector,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.pdf,PDFParserTest,testInlineConfig,Complex Method,Cyclomatic complexity of the method is 9
tika,org.apache.tika.parser.pdf,PDFParserTest,testInlineConfig,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.pdf,PDFParserTest,testInlineConfig,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.pdf,PDFParserTest,testInlineConfig,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.pdf,PDFParserTest,testEmbeddedFileNameExtraction,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.parser.pdf,PDFParserTest,testLegacyAccessChecking,Long Statement,The length of the statement "for ( String file : new String[]{"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 145.
tika,org.apache.tika.parser.pdf,PDFParserTest,testLegacyAccessChecking,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_user.pdf"`"testPDF_no_extract_yes_accessibility_owner_user.pdf"}) {" is 143.
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingEmptyPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 145.
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingEmptyPassword,Long Statement,The length of the statement "assertException("/test-documents/" + "testPDF_no_extract_no_accessibility_owner_empty.pdf"`AUTO_DETECT_PARSER`context`AccessPermissionException.class);" is 151.
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingUserPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 145.
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingUserPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 145.
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingUserPassword,Long Statement,The length of the statement "assertException("/test-documents/" + "testPDF_no_extract_no_accessibility_owner_user.pdf"`AUTO_DETECT_PARSER`context`AccessPermissionException.class);" is 150.
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingUserPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_user.pdf"`"testPDF_no_extract_yes_accessibility_owner_user.pdf"}) {" is 143.
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingOwnerPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_user.pdf"`"testPDF_no_extract_yes_accessibility_owner_user.pdf"`"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 252.
tika,org.apache.tika.parser.pdf,PDFParserTest,testAccessCheckingOwnerPassword,Long Statement,The length of the statement "for ( String path : new String[]{"testPDF_no_extract_no_accessibility_owner_user.pdf"`"testPDF_no_extract_yes_accessibility_owner_user.pdf"`"testPDF_no_extract_no_accessibility_owner_empty.pdf"`"testPDF_no_extract_yes_accessibility_owner_empty.pdf"}) {" is 252.
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMPMM,Long Statement,The length of the statement "assertArrayEquals(new String[]{"uuid:0313504b-a0b0-4dac-a9f0-357221f2eadf"`"uuid:edc4279e-0d5f-465e-b13e-1298402fd11c"`"uuid:f565b775-43f3-4a9a-8541-e98c4115db6d"`"uuid:9fd5e0a8-14a5-4920-ad7f-870c0b8ee65f"`"uuid:09b6cfba-efde-4e07-a77f-70de858cc0aa"`"uuid:1e4ffbd7-dabc-4aae-801c-15b3404ade36"`"uuid:c1669773-a6ca-4bdd-aade-519030d0af00"}`m.getValues(XMPMM.HISTORY_EVENT_INSTANCEID));" is 385.
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMPMM,Long Statement,The length of the statement "assertArrayEquals(new String[]{"converted"`"converted"`"converted"`"converted"`"converted"`"converted"`"converted"}`m.getValues(XMPMM.HISTORY_ACTION));" is 151.
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMPMM,Long Statement,The length of the statement "assertArrayEquals(new String[]{"Preflight"`"Preflight"`"Preflight"`"Preflight"`"Preflight"`"Preflight"`"Preflight"}`m.getValues(XMPMM.HISTORY_SOFTWARE_AGENT));" is 159.
tika,org.apache.tika.parser.pdf,PDFParserTest,testXMPMM,Long Statement,The length of the statement "assertArrayEquals(new String[]{"2014-03-04T23:50:41Z"`"2014-03-04T23:50:42Z"`"2014-03-04T23:51:34Z"`"2014-03-04T23:51:36Z"`"2014-03-04T23:51:37Z"`"2014-03-04T23:52:22Z"`"2014-03-04T23:54:48Z"}`m.getValues(XMPMM.HISTORY_WHEN));" is 226.
tika,org.apache.tika.parser.pdf,PDFParserTest,testEmbeddedJPEG,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.parser.pdf,PDFParserTest,testMaxLength,Magic Number,The method contains a magic number: 100
tika,org.apache.tika.parser.pdf,PDFParserTest,testMaxLength,Magic Number,The method contains a magic number: 100
tika,org.apache.tika.parser.pdf,PDFParserTest,testConfiguringMoreParams,Magic Number,The method contains a magic number: 2
